Nombre Artista,Reproducciones,Oyentes,Biografia,Artistas Similares,Tags,Ontour
Toni Braxton,16813451,1313334,"Toni Michelle Braxton (born October 7, 1967 in Severn, Maryland) is an American R&B/adult-pop/contemporary singer, songwriter, and actress who was popular during the 1990s and the new millennium with hits like ""Un-Break My Heart"", ""You're Makin' Me High"", ""He Wasn't Man Enough"" and ""Breathe Again"".

 She has won 7 Grammy Awards. The RIAA named Braxton as one of the top selling R&B artists of all time.

She first burst onto the scene in 1992 on the Boomerang soundtrack, after Anita Baker turned down the opportunity. <a href=""https://www.last.fm/music/Toni+Braxton"">Read more on Last.fm</a>","Monica, Brandy, Mary J. Blige, Whitney Houston, Tamar Braxton","soul, rnb, female vocalists, pop, 90s",1
Rod Stewart,32082928,2131903,"Sir Roderick David Stewart (born 10 January 1945) is a British rock and pop singer and songwriter. Born and raised in London, he is of Scottish and English ancestry. With his distinctive raspy singing voice, Stewart is among the best-selling music artists of all time, having sold over 250 million records worldwide. He has had 10 number-one albums and 31 top ten singles in the UK, six of which reached number one. Stewart has had 16 top ten singles in the US, with four reaching number one on the Billboard Hot 100. <a href=""https://www.last.fm/music/Rod+Stewart"">Read more on Last.fm</a>","Faces, Elton John, Phil Collins, Eagles, The Rolling Stones","classic rock, rock, soft rock, 70s, pop",1
KC & The Sunshine Band,7389976,866644,"KC and the Sunshine Band is an American musical group. Founded in 1973, their style has included funk, R&B, and disco.

Their most well known songs include the disco hits ""That's the Way (I Like It)"", ""(Shake, Shake, Shake) Shake Your Booty"", ""I'm Your Boogie Man"", ""Keep It Comin' Love"", ""Get Down Tonight"", ""Give It Up"", and ""Please Don't Go"".
They took their name from Casey's last name (""KC"") and the ""Sunshine Band"" from a type of amphetamines.
 <a href=""https://www.last.fm/music/+noredirect/KC+&+The+Sunshine+Band"">Read more on Last.fm</a>",,,0
Muddy Waters,16352242,1072626,"Muddy Waters (McKinley Morganfield, Issaquena County, Mississippi, April 4, 1913 - Westmont, Illinois,  April 30, 1983) was an American blues musician and is generally considered ""the father of Chicago Blues."" His career spanned over thirty years and he produced what are considered to be some of the finest blues songs ever, such as Hoochie Coochie Man, Mannish Boy and Got My Mojo Working. 

Muddy Waters is generally considered one of the most influential bluesmen of all time. <a href=""https://www.last.fm/music/Muddy+Waters"">Read more on Last.fm</a>","Howlin' Wolf, Little Walter, John Lee Hooker, Elmore James, Freddie King","blues, Chicago Blues, Classic Blues, delta blues, guitar",0
Arctic Monkeys,865166740,6749151,"Arctic Monkeys is an alternative rock band formed in Sheffield, South Yorkshire, England in 2002 after meeting at Stocksbridge High School. The band consists of Alex Turner (vocals, guitar, piano), Jamie Cook (guitar), Nick O'Malley (backing vocals, bass) and Matt Helders (drums, vocals). Founding bassist Andy Nicholson left in 2006.

They are one of the first bands to come to public attention via the Internet via MySpace, despite none of them having an account. <a href=""https://www.last.fm/music/Arctic+Monkeys"">Read more on Last.fm</a>","The Last Shadow Puppets, Alex Turner, Miles Kane and the Death Ramps, Miles Kane, The Strokes","indie rock, indie, british, alternative, rock",0
Coti,1571825,194979,"1)Coti:
Argentinian singer & songwriter which has composed many great songs, like ""Color Esperanza"", the song that made Diego Torres a big star.  His 2005 collaboration with Latin singers Paulina Rubio and Julieta Venegas produced the international smash hit ""Nada Fue Un Error""  (which approximately means ""None of it was a Mistake"").

2)Coti:
Costantino Luca Rolando Kiriakos, born in Milan, Italy in 1966, moved to Greece at the age of 6, where, since the mid-eighties, better known simply as Coti (or Coti K. <a href=""https://www.last.fm/music/Coti"">Read more on Last.fm</a>","Nena Daconte, Bacilos, Diego Torres, Alex Ubago, La Oreja de Van Gogh","pop, spanish, latin pop, latin, argentina",0
Surf Curse,41272789,1835724,"A gritty and melodic Nevada-bred guitar-and-drum duo who later became a fixture of Los Angeles' D.I.Y. garage and punk scenes, Surf Curse aligned themselves with the artist-run Danger Collective label where they released albums like 2017's Nothing Yet and 2019's Heaven Surrounds You. The sudden viral success of ""Freaks,"" a song they'd released years earlier, earned them a deal with Atlantic, which issued the band's fourth album, Magic Hour, in 2022. <a href=""https://www.last.fm/music/Surf+Curse"">Read more on Last.fm</a>","Current Joys, Beach Goons, The Frights, Mind’s Eye, Yot Club","Lo-Fi, Surf, indie, indie rock, Garage Rock",0
Miguel Ríos,279584,37856,"Ríos was born in La Cartuja, a neighborhood of Granada. The youngest of seven children, he went to work in a local bar at the age of fifteen after little formal education. His interest in rock and roll led him to participate in a song contest at Cenicienta 60 radio station, in which he and his friends won a prize for singing the Paul Anka song ""You Are My Destiny"".

With his mother's permission (his father died a few months earlier), he moved to Madrid in 1961 at the age of sixteen, where he recorded his first four songs. <a href=""https://www.last.fm/music/+noredirect/Miguel+R%C3%ADos"">Read more on Last.fm</a>","Antonio Flores, Leño, Joaquín Sabina, Radio Futura, Loquillo","rock, spanish, spain, Spanish Rock, 70s",0
Journey,59165394,3098330,"There is more than one artist with this name, including: 
1) Journey is an American rock band formed in San Francisco, California in 1973; 
2)  Journey is UK-based psychedelic trance producer Giampiero ""Jay"" Mastino; 
3) Journey is an underground hip hop artist.

1) Journey is an American rock band formed in San Francisco, California in 1973. The band has gone through several phases since its inception by former members of Santana. The band's greatest <a href=""https://www.last.fm/music/Journey"">Read more on Last.fm</a>","Steve Perry, Foreigner, REO Speedwagon, Styx, Boston","classic rock, rock, hard rock, 80s, Progressive rock",0
Gesaffelstein,25020153,1418241,"French DJ and electronic musician Mike Lévy produces industrial-tinged techno and electro under the moniker Gesaffelstein, a made-up word meant as a reference to both the concept of Gesamtkunstwerk (total work of art) and Albert Einstein. Heavily influenced by early EBM acts like Nitzer Ebb and Front 242 as well as techno and house producers such as Green Velvet and Laurent Garnier, his sinister tracks injected a dose of darkness back into the club scene during the late 2000s and early 2010s. <a href=""https://www.last.fm/music/Gesaffelstein"">Read more on Last.fm</a>","Justice, Sebastian, Boys Noize, Mr. Oizo, Busy P","techno, electronic, electro, tech house, new wave",0
Ed Sheeran,238587053,3961226,"Edward Christopher ""Ed"" Sheeran MBE (born 17 February 1991) is a singer songwriter currently signed under Atlantic (WMG).  Ed Sheeran was born in Halifax, West Yorkshire before moving to Framlingham, Suffolk. In his time in Suffolk, he was known to have flourished as a hidden talent when it came to music. He learned guitar at a very young age, and began writing songs during his time at Thomas Mills High School in Framlingham. By the time Sheeran had left school <a href=""https://www.last.fm/music/Ed+Sheeran"">Read more on Last.fm</a>","Lewis Capaldi, James Arthur, Shawn Mendes, Calum Scott, James Bay","acoustic, british, singer-songwriter, pop, easy-listening",1
Skillet,77176076,2067828,"Skillet is an American Christian rock band formed in Memphis, Tennessee, in 1996 by vocalist John Cooper and guitarist Ken Steorts.

The current lineup consists of: John Cooper (lead vocals, bass and acoustic guitar), Korey Cooper (keyboards, synthesizer, rythm guitar and backing vocals), Jen Ledger (drums and backing vocals) and Seth Morrison (lead guitar).

History
Foundation and first years
Skillet formed in 1996 with two members: John Cooper, former vocalist for Tennessee progressive rock band Seraph <a href=""https://www.last.fm/music/Skillet"">Read more on Last.fm</a>","Thousand Foot Krutch, Ashes Remain, Disciple, Red, Nine Lashes","alternative rock, christian rock, rock, alternative, christian",1
Bryson Tiller,90475469,1552648,"
Bryson Tiller (born January 2, 1993) is an American singer-songwriter from Louisville, Kentucky. Early approval from Timbaland and Drake boosted the career of Bryson Tiller, a contemporary R&B songwriter and singer -- a self-termed ""trap soul"" artist who also raps -- from Louisville, Kentucky. Tiller made waves with SoundCloud uploads like ""Don't,"" ""Break Bread,"" ""Let 'Em Know,"" and ""Sorry Not Sorry."" ""Don't,"" a sparse ballad, was given an official release in May 2015. <a href=""https://www.last.fm/music/Bryson+Tiller"">Read more on Last.fm</a>","PARTYNEXTDOOR, Brent Faiyaz, Tory Lanez, Sonder, Summer Walker","rnb, Hip-Hop, trap, rap, soul",1
Sabrina Carpenter,491315175,2889094,"Sabrina Annlynn Carpenter (born May 11, 1999) is an American singer, songwriter and actress. She rose to prominence through her work on television before establishing herself as a successful pop artist. Born on May 11, 1999, in Lehigh Valley, Pennsylvania, she began her career in entertainment at a young age, gaining early attention through YouTube covers and eventually landing acting roles. Her breakout came with her role as Maya Hart on the Disney Channel series Girl Meets World, which ran from 2014 to 2017 and earned her a dedicated fanbase. <a href=""https://www.last.fm/music/Sabrina+Carpenter"">Read more on Last.fm</a>","Olivia Rodrigo, Taylor Swift, Madison Beer, Tate McRae, Ariana Grande","pop, female vocalists, rnb, american, my top songs",1
3RDEYEGIRL,5166,763,"3rdEyeGirl is an all-girl band / power trio assembled by Prince between November and December 2012. <a href=""https://www.last.fm/music/3rdEyeGirl"">Read more on Last.fm</a>","Andy Allo, Prince and 3rdEyeGirl, 94 East Feat. Prince, Liv Warfield, Caron Wheeler","rock, soul",0
Jason Derulo,56183188,2932210,"This is an incorrect tag for Jason Derülo. If you have last.fm Autocorrection turned on, your scrobbles will automatically redirect to the correct artist name. Otherwise, please fix your artist ID3 tags. <a href=""https://www.last.fm/music/+noredirect/Jason+Derulo"">Read more on Last.fm</a>",,,0
Miley Cyrus,280843659,4597275,"Miley Ray Cyrus (born Destiny Hope Cyrus; November 23, 1992) is an American singer, songwriter, and actress. Regarded as a pop icon, Cyrus has been recognized for her evolving artistry and image reinventions. She is a daughter of singer Billy Ray Cyrus, and deemed one of the few examples of a child star with a successful entertainment career as an adult. Cyrus emerged as a teen idol as the title character in the Disney Channel television series Hannah Montana (2006–2011), which evolved into a commercially successful franchise. <a href=""https://www.last.fm/music/Miley+Cyrus"">Read more on Last.fm</a>","Hannah Montana, Ke$ha, Selena Gomez, Lady Gaga, Demi Lovato","pop, female vocalists, dance, Disney, guilty pleasure",0
Tony Bennett,17302107,1679807,"Anthony Dominick Benedetto, known professionally as Tony Bennett, was an American singer of traditional pop standards, big band, show tunes and jazz. He is also a painter, having created works under his birth name that are on permanent public display in several institutions. He is the founder of the Frank Sinatra School of the Arts in Astoria, Queens, New York.

Bennett began singing at an early age. He fought in the final stages of World War II as a U. <a href=""https://www.last.fm/music/Tony+Bennett"">Read more on Last.fm</a>","Tony Bennett & Lady Gaga, Nat King Cole, Sammy Davis, Jr., Frank Sinatra, Bing Crosby","jazz, swing, oldies, male vocalists, easy listening",0
Bob Dylan,278366712,4113019,"Bob Dylan (born Robert Allen Zimmerman on May 24, 1941 in Duluth, Minnesota, United States)  is an American singer-songwriter. Often regarded as one of the greatest songwriters of all time, Dylan has been a major figure in popular culture during a career spanning more than 60 years.
Dylan started his musical odyssey in 1959 when he began playing in Dinkytown, Minneapolis while attending the University of Minnesota. Shortly after starting to play he changed his stage name to Bob Dylan <a href=""https://www.last.fm/music/Bob+Dylan"">Read more on Last.fm</a>","Bob Dylan and The Band, Bob Dylan & Johnny Cash, The Band, Neil Young, Joan Baez","folk, singer-songwriter, classic rock, folk rock, rock",1
